station_day,n_animals
KTYX20190613,2050.2275
KTYX20190618,225.55325
KTYX20190708,478.48785833333335
KTYX20190712,184.42199999999997
KTYX20190714,82.85066666666667
KTYX20190722,285.76937499999997
KTYX20190724,1251.1722000000002
KTYX20190725,712.5526666666667
KTYX20190729,246.95925
KTYX20190731,1153.69725
KTYX20190801,9220.404125
KTYX20190802,2239.11525
KTYX20190803,1938.5255
KTYX20190804,5176.913541666667
KTYX20190805,3470.311333333333
KTYX20190806,2071.6562
KTYX20190807,1442.5347000000002
KTYX20190808,4368.326
KTYX20190809,4284.33975
KTYX20190810,4278.56845
KTYX20190811,6154.319
KTYX20190812,6454.9131
KTYX20190813,241.07862500000002
KTYX20190814,5318.7561166666665
KTYX20190815,4768.7937
KTYX20190816,4680.8972
KTYX20190817,6011.8295
KTYX20190818,6540.4343
KTYX20190819,2387.576
KTYX20190820,21168.428799999998
KTYX20190822,3920.0097
KTYX20190823,8797.135600000001
KTYX20190824,8050.744641666666
KTYX20190825,6238.3314
KTYX20190826,5490.620333333333
KTYX20190827,3011.5930999999996
KTYX20190829,8907.48395
KTYX20190830,2058.4137
KTYX20190831,4991.997875
KTYX20190901,7106.877900000001
KTYX20190903,5682.474041666666
KTYX20190905,11292.60945
KTYX20190906,3482.324925
KTYX20190907,3108.4880416666665
KTYX20190908,2496.1043333333337
KTYX20190909,45.84275
KTYX20190913,278.92816666666664
KTYX20190917,619.397
KTYX20190930,533.4485
KTYX20191008,281.15524999999997
KTYX20191018,556.3086666666667
KTYX20191025,5708.6315
KTYX20191028,1615.978
KTYX20191030,25.261249999999997
