station_day,n_animals
KBUF20190604,1376.7416666666668
KBUF20190605,8220.205249999999
KBUF20190606,6257.674
KBUF20190607,5160.824666666666
KBUF20190615,482.81333333333333
KBUF20190619,511.46799999999996
KBUF20190703,15943.431
KBUF20190710,2177.8513333333335
KBUF20190713,609.16375
KBUF20190714,472.9223333333334
KBUF20190715,10471.7542
KBUF20190718,113.18933333333332
KBUF20190719,7258.73425
KBUF20190721,2028.2368749999998
KBUF20190723,3555.0418666666665
KBUF20190724,27797.769958333334
KBUF20190725,13663.522350000001
KBUF20190726,977.05525
KBUF20190729,443.2375
KBUF20190731,7140.02575
KBUF20190801,16106.653333333334
KBUF20190802,7098.376666666667
KBUF20190803,11034.29475
KBUF20190804,6197.759425
KBUF20190805,198280.50877500002
KBUF20190806,12112.813516666667
KBUF20190807,7310.233283333334
KBUF20190808,15732.018966666667
KBUF20190809,12051.986574999999
KBUF20190810,11792.208466666667
KBUF20190811,14032.791933333334
KBUF20190812,9079.577775000002
KBUF20190813,1058.75385
KBUF20190814,50094.118141666666
KBUF20190815,19167.819199999998
KBUF20190816,10055.276233333332
KBUF20190817,21460.337708333336
KBUF20190818,10832.642333333331
KBUF20190819,2830.1924
KBUF20190820,27067.758383333334
KBUF20190821,5621.136566666666
KBUF20190822,41414.18460833334
KBUF20190823,34713.8951
KBUF20190824,17342.9518
KBUF20190825,7723.575941666667
KBUF20190826,4359.0448
KBUF20190828,9384.547233333331
KBUF20190829,9730.6968
KBUF20190830,10898.457675
KBUF20190831,13210.945516666667
KBUF20190901,9228.31575
KBUF20190902,1042.4129999999998
KBUF20190903,18220.212150000003
KBUF20190904,4253.0556
KBUF20190905,8334.891875
KBUF20190906,4123.509625000001
KBUF20190907,4142.846149999999
KBUF20190908,6692.5453
KBUF20190909,4239.890600000001
KBUF20190910,350.7383333333333
KBUF20190913,1362.706625
KBUF20190915,7943.628000000001
KBUF20190916,565.2225
KBUF20190917,34723.4821
KBUF20190920,2259.118166666666
KBUF20190924,7549.39825
KBUF20190925,14212.947750000001
KBUF20190927,1607.6653999999999
KBUF20190929,4370.8484
KBUF20190930,2075.7813
KBUF20191001,1580.373
KBUF20191002,288.4508333333333
KBUF20191004,1538.4523333333334
KBUF20191007,861.8870000000001
KBUF20191008,6255.82575
KBUF20191010,1198.42575
KBUF20191011,17269.5113
KBUF20191013,10850.52075
KBUF20191014,8984.9375
KBUF20191015,12108.0355
KBUF20191024,2406.670416666667
KBUF20191026,16016.705000000002
KBUF20191029,2021.8211666666666
