station_day,n_animals
KLOT20160606,58673.311
KLOT20160612,6426.011333333333
KLOT20160613,12910.214
KLOT20160624,27360.735999999997
KLOT20160625,63779.996
KLOT20160709,356.216
KLOT20160710,11637.247
KLOT20160714,83.145
KLOT20160718,1973.5494999999999
KLOT20160727,585.7883333333333
KLOT20160728,47.729749999999996
KLOT20160729,6366.3215
KLOT20160730,452.896
KLOT20160731,1839.7438333333334
KLOT20160801,127516.86050000001
KLOT20160802,782.9696666666667
KLOT20160803,2505.7594
KLOT20160804,3323.642
KLOT20160805,733.7638000000001
KLOT20160806,47255.734000000004
KLOT20160807,60059.63725
KLOT20160808,8290.325666666668
KLOT20160809,2575.2318999999998
KLOT20160810,835.7956666666665
KLOT20160811,7707.232
KLOT20160812,669.6162
KLOT20160813,2005.5586
KLOT20160814,132494.48278333334
KLOT20160815,1828.6889999999999
KLOT20160816,8319.512833333334
KLOT20160817,6845.099416666667
KLOT20160818,6381.0031
KLOT20160819,2326.3573333333334
KLOT20160820,1046.6301
KLOT20160821,37109.19341666666
KLOT20160822,6388.486000000001
KLOT20160823,7195.230833333333
KLOT20160825,2830.26625
KLOT20160828,1701.5849500000002
KLOT20160829,2656.776
KLOT20160831,20644.096
KLOT20160901,9027.126549999999
KLOT20160902,931.4916666666667
KLOT20160904,265.60025
KLOT20160905,547.4183333333334
KLOT20160906,486.73249999999996
KLOT20160907,422.012
KLOT20160911,3770.5733333333337
KLOT20160913,777.6875
KLOT20160914,11142.122000000001
KLOT20160917,4784.303666666667
KLOT20160918,21140.424
KLOT20160919,47071.8945
KLOT20160920,49581.496166666664
KLOT20160923,10169.710333333334
KLOT20161001,3657.16
KLOT20161002,101.58583333333333
KLOT20161003,1254.4183333333333
KLOT20161008,3237.5445
KLOT20161010,1031.826
KLOT20161011,2807.758333333333
KLOT20161012,1466.5613333333333
KLOT20161014,9739.75
KLOT20161017,5072.776
KLOT20161019,5707.53425
KLOT20161020,898.668
KLOT20161021,12700.746
KLOT20161022,26223.606249999997
KLOT20161023,19154.78
KLOT20161026,1652.644
KLOT20161027,2511.3622
KLOT20161028,7816.039499999999
KLOT20161029,5983.913500000001
KLOT20161030,956.5419999999999
KLOT20161031,16302.097999999998
