station_day,n_animals
KTYX20160712,1801.9610000000002
KTYX20160719,8003.475083333334
KTYX20160720,9489.896999999999
KTYX20160724,1597.7799999999997
KTYX20160726,783.6205
KTYX20160729,3537.7055
KTYX20160730,3790.752416666667
KTYX20160731,1681.5396666666666
KTYX20160801,252.168
KTYX20160802,2705.2545999999998
KTYX20160803,3483.7378333333327
KTYX20160804,2093.75075
KTYX20160805,2641.51
KTYX20160806,4398.3496
KTYX20160807,5940.68805
KTYX20160808,4489.8426
KTYX20160809,5227.068666666667
KTYX20160811,3607.83675
KTYX20160812,1559.570333333333
KTYX20160813,1648.808
KTYX20160815,4657.8718
KTYX20160818,3005.3199999999997
KTYX20160819,6713.223
KTYX20160820,5490.381
KTYX20160822,4091.6403333333333
KTYX20160823,5297.798
KTYX20160824,5672.793000000001
KTYX20160828,1066.6595
KTYX20160829,3935.62475
KTYX20160830,2855.885333333333
KTYX20160901,8100.494
KTYX20160902,11666.382166666666
KTYX20160903,11244.336
KTYX20160912,162.701
KTYX20160915,7003.7519
KTYX20160924,552.0418
KTYX20160925,371.82733333333334
KTYX20161020,22400.75766666667
