station_day,n_animals
KDTX20180727,3648.4694166666663
KDTX20180728,4419.730666666667
KDTX20180729,8783.743083333333
KDTX20180730,7714.616725
KDTX20180731,5060.7735250000005
KDTX20180801,3467.5681750000003
KDTX20180802,7270.968925000001
KDTX20180803,7781.17025
KDTX20180804,3404.8305
KDTX20180805,17242.519
KDTX20180806,12603.5943
KDTX20180807,16914.929375
KDTX20180808,7141.550000000001
KDTX20180809,8914.7664
KDTX20180810,15141.6578
KDTX20180812,13562.597541666668
KDTX20180813,18088.311899999997
KDTX20180816,12185.70725
KDTX20180817,23228.91213333333
KDTX20180818,17608.572641666666
KDTX20180819,38645.36041666666
KDTX20180820,27105.752925
KDTX20180821,16586.62425
KDTX20180822,2516.649033333333
KDTX20180824,20650.168583333332
KDTX20180825,2847.4446749999997
KDTX20180826,5002.241875
KDTX20180827,6942.161033333334
KDTX20180828,10379.643375
KDTX20180829,5628.2428
KDTX20180831,8412.141333333333
KDTX20180901,17889.2215
KDTX20180902,7516.433666666667
KDTX20180903,4889.9837333333335
KDTX20180906,2215.3469
KDTX20180907,10745.252266666666
KDTX20180908,441.77175
KDTX20180911,1218.599
KDTX20180913,763.2785
KDTX20180922,973.777
KDTX20180929,1169.2268749999998
KDTX20181020,166.00374999999997
KDTX20181029,191.58100000000002
