station_day,n_animals
KGRR20150616,27534.060500000003
KGRR20150626,10682.963
KGRR20150709,1000.2053333333333
KGRR20150710,41398.673500000004
KGRR20150712,10896.794333333333
KGRR20150713,2399.53075
KGRR20150714,736.9689000000001
KGRR20150715,5990.398533333333
KGRR20150716,8782.541833333333
KGRR20150718,6025.82475
KGRR20150720,3190.367666666667
KGRR20150721,6129.487666666667
KGRR20150722,2462.1175
KGRR20150723,2747.870666666667
KGRR20150724,1855.0025
KGRR20150725,1473.9869999999999
KGRR20150726,2854.6215
KGRR20150727,3571.7029999999995
KGRR20150728,2734.8712
KGRR20150729,1450.0546666666667
KGRR20150730,5874.081
KGRR20150731,8966.183
KGRR20150801,12761.669833333332
KGRR20150802,8290.638916666667
KGRR20150804,5219.0645
KGRR20150805,7556.0706666666665
KGRR20150806,13880.349916666666
KGRR20150807,5729.41575
KGRR20150809,3349.3328
KGRR20150810,6879.392600000001
KGRR20150811,12338.907583333334
KGRR20150812,8220.570033333333
KGRR20150813,18542.325666666668
KGRR20150814,3770.8068333333335
KGRR20150815,7397.321833333334
KGRR20150816,8575.95975
KGRR20150817,5782.07275
KGRR20150818,25940.243000000002
KGRR20150819,16016.3945
KGRR20150820,8107.88525
KGRR20150821,9164.951000000001
KGRR20150822,6680.347333333334
KGRR20150823,14507.737099999998
KGRR20150824,991.1533333333333
KGRR20150827,4556.160000000001
KGRR20150828,3055.0861333333337
KGRR20150831,3715.5519999999997
KGRR20150903,1423.64975
KGRR20150905,1276.4365
KGRR20150906,99894.947
KGRR20150907,976.0535
KGRR20150909,40415.8269
KGRR20150910,595.9780000000001
KGRR20150911,24146.2552
KGRR20150912,2232.9367
KGRR20150920,1588.203
KGRR20150922,74486.21733333333
KGRR20150924,4747.666
KGRR20150930,1285.3380000000002
KGRR20151007,1265.8680000000002
KGRR20151014,7810.808
KGRR20151017,25678.343333333334
KGRR20151018,11284.507000000001
KGRR20151022,37391.584083333335
KGRR20151025,22966.936333333335
KGRR20151026,16101.522500000001
KGRR20151027,2365.009666666667
KGRR20151030,3166.033
